@relation D20
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute dim10 real
@attribute dim11 real
@attribute dim12 real
@attribute dim13 real
@attribute dim14 real
@attribute dim15 real
@attribute dim16 real
@attribute dim17 real
@attribute dim18 real
@attribute dim19 real
@attribute class {100,701,101,201,200,601,501,401,300,301,302,-1}
@data
859.4035863353847,552.7937331212837,457.942513700761,156.17762483819124,663.4588922593794,360.67579728499896,436.6640371626204,756.1131667415237,944.5839669936859,455.46735148752657,338.1918979518851,171.43935767701547,554.4733657552863,797.5180025639543,68.55254753067153,425.0279192934678,963.4244163043608,145.1458342048174,273.01551541973214,317.14001569064555,100
881.0233283022407,557.9595621178374,455.1045837798539,143.75042264231496,659.3551904985057,390.02028394768996,448.9794917506098,752.034391328778,956.2275435742899,443.82632472620656,338.7740250987024,712.1223211450788,538.0770065477902,985.2602354918306,48.49094582206201,434.3875991430906,983.0598371539846,148.706396388414,262.5745135081425,27.454304151208973,100
876.3815526328813,548.9556597122148,446.3071063214872,137.42464067114395,660.6105563790846,0.2997088204035325,448.4214507400564,754.9579964815298,958.4213951558377,455.99677638496513,371.43984343768255,918.65651703297,526.5884288596297,218.91109223095606,70.42637885835552,472.8394852628019,960.9493883707394,141.38802218451235,224.7351508146657,76.10445769606378,100
888.2710278199867,567.1331843875192,448.6662917138522,135.35548868699047,671.0289531088266,149.7017302740079,452.1494849880038,749.4736067208962,944.6005793436678,446.4981420115492,362.9273723066039,29.983126406655124,533.9450766494896,951.4986555840209,61.46433377800089,456.24736112546236,959.9318207653192,145.37301121362825,240.98864114996937,658.4521826229706,100
877.0565884728072,566.6105180282535,455.6450778326567,142.9347961079578,663.5654423186137,368.29277571799514,447.4683834640482,747.5433949213976,957.8045927729211,447.8929323130516,345.86977977403063,751.3101889467625,546.5429241510934,935.612025721689,63.86529839981587,441.10949275445626,971.581713395665,151.9463131428164,263.21551068774164,742.1600761563751,100
849.0190430615254,557.6553848896998,455.33333504941584,131.59681821346874,672.2783375234369,344.30435771235193,452.4406623662579,763.2445991493714,941.5515818394913,456.1508289147087,386.0445730779237,233.24686035670828,522.3866291021516,99.8451615785022,62.26890614316758,475.5887971346243,951.0886285898126,134.32361548138,242.7398160211294,635.0251919124503,100
863.6888292853879,558.661812007782,446.42934345663423,145.58188948983278,648.0475788881569,832.0744783259429,452.8362461653479,753.9227099190507,946.616099214629,459.81755184431523,333.94465474639213,954.8221591413754,557.4180700620574,589.5541045105399,70.9353860446165,421.75798065662053,957.0979152088421,138.2208893364953,271.69473414759585,124.66263823174995,100
839.5238932173318,569.3901068791704,445.87139779583475,149.39308320940714,665.416385848643,745.6575380502015,443.5869575498894,748.3312276285636,953.6021113217599,441.53061921532503,383.2360099794539,443.2214715992578,557.8787119572162,347.41197690941186,66.32766711265818,442.1406194592848,917.571159579349,133.41863542437827,270.2877963012354,584.5121005165522,100
850.4668833167766,556.5654059483887,456.11879193817686,159.1823608542148,653.426485425418,912.8449786877782,446.9958094578573,768.1641770445708,945.0615041853093,460.64038463285567,374.9455922987482,91.70271570760346,544.19087833568,21.26173138943144,56.96096243019892,495.4910074106767,944.7905752245355,138.22017702391904,262.0226289629342,93.66061454397668,100
842.1230715432328,564.6109073274298,455.0706898574014,152.36473008724948,664.7574790245586,596.3202947430752,452.7719096873441,770.7677733820689,933.9180938128632,462.03175375661584,385.76765644931385,695.1161852805975,558.5993318687883,22.0196334312297,76.2950086430483,453.33725652482514,923.4191788050891,121.63390830841169,280.92000024237103,848.5950258413469,100
835.5072092868921,554.6487763990837,456.3139445059333,153.90804096712117,660.6354053472169,647.3129340081658,453.6786640483066,772.4846265027836,949.92064887929,464.74854132570096,379.8156314217161,515.0817130757922,540.8639401314377,514.1527072188045,62.82187576109933,467.48448602696453,914.9000079459573,126.41192567113387,283.58625252411247,769.8716820405338,100
871.6453341363122,539.204336768926,453.47229003383916,157.11003728993794,653.0892210005318,789.6524922920066,451.4414556744312,767.8803425964395,937.5322593897369,458.5085079136147,374.8580631403506,652.025533774111,534.7715722250662,596.4745362163985,52.66332481259309,470.89806881961596,940.8989246422894,148.43377181169973,258.25115394987483,236.5409964290026,100
875.4716416976531,563.6749270946267,455.64742197571707,170.4464929362178,655.7368272993859,900.8133147466276,441.10058891497175,752.4664877030083,933.5921245264287,468.2841902550826,371.458089346492,176.97962339718842,518.2738392067245,988.8840650180883,60.10248803448026,466.79959812770716,940.8399047715874,136.75231513056033,273.00361852770516,874.2245016734265,100
885.5504473394033,552.205910438957,433.8751614178425,140.53320407068688,645.0854823186734,687.8598910710301,444.4871316311619,761.0508468753457,942.0809667253983,448.66463170613116,385.02091040325416,797.3724266252472,575.1432749731023,77.10793589432829,54.97951811925595,475.99203942133335,958.900888117038,146.16381068819672,241.27943304326317,736.4392336355105,100
843.8501350367743,558.0782696858472,459.0033618994002,148.4297422994885,651.4489302769501,757.6040164092567,443.90329906053125,769.4224556554724,932.3894969435779,464.5688764154361,368.6394420256014,703.3060783518268,554.0730572740334,808.1861868084333,58.78856169635855,446.8132689002801,932.5939597406904,139.62713462392065,274.39106231432794,55.925714491276366,100
903.9589216043315,552.9532131290835,450.8518982302491,157.15834485795946,666.9753503719005,177.59672113942548,442.4191495067499,765.1840539364717,947.4770811688758,472.04252187448355,390.72033199889466,782.3398677102898,551.0124929396469,413.3843683661458,60.77815276288887,456.36222327405915,954.8380839564429,135.15100972509282,250.87163107644676,454.8271361655737,100
889.8864126207743,574.592525210415,465.39172361848136,145.06074830103114,667.8977969066682,302.3429913964505,438.7812027740759,754.8615089657228,950.1432591732738,453.3738888764337,354.6781647810447,534.8912885847367,593.7482728539401,325.08854866284486,54.03155286866425,449.90636539103735,974.7415994393593,152.02791941560952,244.65311250477072,685.1275039433897,100
873.5504613321774,563.4362312773625,468.36932780604087,142.07144839025048,668.8520232365305,413.9856671372835,449.8900002891116,752.9810936335821,956.5624434427054,444.93932206852094,383.623927879931,91.54991168563143,569.704714293283,682.250636631326,53.45092805822707,473.5553826739786,968.0807363873108,143.19406620822946,231.40026128844772,495.27447695515303,100
886.8739433205632,558.0802215440283,441.535273846996,139.40313753711519,655.6599640806195,271.3368093765851,453.47141304428635,752.2594270155096,948.5319762067405,464.1497202094454,361.40806203204045,811.3935668847965,514.1631958739308,160.94284254833624,79.33627825982343,462.99956499885525,965.9988150257843,137.1912399597143,219.07275539401422,890.6929847271244,100
899.1051164166843,569.9172094780121,453.67990710448106,131.83659415376385,676.5280310472558,775.2195832789064,454.0796182405701,754.338694361053,942.9061198227733,452.88099007344346,375.17393453519344,575.9153902870145,523.5897235597218,896.4992650220421,53.23617269633333,453.4486652978462,953.8027967356396,139.4190419088879,251.62561108389372,273.9533617546054,100
882.7608377591164,564.3767481547396,453.1209479584038,136.47210123166153,679.0333166169927,884.7397486036707,460.033643313019,758.9050709407908,951.1277782488194,449.9706220559807,377.01790384673393,944.9936272559347,539.8543074999171,151.6284339241376,53.127174572905,461.90825733335816,953.1637655392018,142.45137998284025,230.76080388282222,283.6280634966588,100
875.7871746905457,563.5963081108664,445.5002059888018,143.11031436468807,676.1219016654564,190.5330515227176,447.34953702186743,741.5140945404955,948.4033980475134,448.40041440254316,367.4019445554991,227.12881391504612,542.0005527982979,888.9094693745418,56.282151936326905,450.6752522962277,949.0630129898935,151.11729837253804,232.35115321631622,809.364043494167,100
848.1309497666495,553.7841456660478,451.7910238323147,138.28110158599654,665.8255415153046,762.3524394748476,449.3273462855594,769.1670508852496,932.828298762197,454.2920890642012,376.9014873444913,409.6274061640261,514.3034134838415,928.703941008275,69.70070210766849,456.98473504930826,957.7480470485883,138.03905405065564,231.87817515386348,683.2548530823435,100
836.6471586044365,551.1853797199113,460.0160340398952,138.7580416050941,679.1219762772342,254.72850213757005,454.17590052915364,754.6929733121082,942.0223614099201,452.7304741968684,379.0108030652647,737.0366473584241,511.8729880927188,705.5191528002524,59.73262982743631,468.12231432857044,938.4114887285959,128.0707669258545,247.00434608984057,433.0977850237164,100
857.4318076639412,559.6290518683505,452.90161787792044,129.21169066474647,679.9288499212934,774.4511669553895,444.36342260650997,761.3312436382777,948.6961583520567,452.7957170189413,395.3178799693224,530.37991340386,535.6817739621871,96.58510152395394,58.17019196683401,459.2887659078871,961.1705912460043,123.98245087323323,253.68462619770705,146.430298666114,100
869.8297120168315,563.4594538614363,458.5802493126728,168.14627402245634,648.8333513973618,473.8101756573569,455.941402191373,742.4195563693252,946.8271479864967,464.656164037217,372.70152661773653,792.3625455570773,520.7432912150601,917.2328300586942,45.76047392701929,466.03015776091206,942.1323061973507,132.95916900977522,265.393707256337,267.09810454495954,100
880.0874864616015,563.3105024222646,445.66471889019067,164.2622562981552,650.3801449267864,736.0666293402387,444.8959682587514,756.994539273124,943.025341052411,458.5644862937207,385.1187949000016,387.1888442871346,535.8697465701241,823.0134633730132,62.52498065302075,477.5674565027015,944.2277801840288,142.6641786788423,272.45377720061583,769.350918420337,100
864.9757829185105,539.485983050799,458.7717209494586,156.35972326869037,652.5578767856053,573.8438241697071,446.3363768692699,760.0039912486634,954.9023051133801,455.74462442080164,384.1561819487951,117.75230637571366,542.8130233523252,269.24455524611744,66.9171113419016,474.1887973401791,946.6978357560017,142.13767844540658,266.1106582238598,358.1323025431692,100
898.5052750216202,550.6751585456167,438.1727830592915,143.40782928123818,651.9236235796621,747.8321186043386,456.7600165812827,759.7095887545621,934.3688181601512,448.1899928125037,388.66412260237246,181.19540861612438,572.8326100426647,128.76341615016673,52.08050270900948,474.687909719346,959.0021466514223,134.03183394984188,227.47574781171832,511.72814861737834,100
883.7097640084434,567.3852204280265,448.06010024165505,144.72737149567803,661.8276010743939,443.3797633825044,448.07744540652914,742.8482948103351,956.0585054834636,439.44317485319056,394.5455770463655,911.2471887795205,586.2735247641763,633.4217256482278,57.65264362296302,440.10574400000036,946.2785756120119,130.6211428152957,239.44133839467747,0.9424257368708666,100
867.2969089247719,557.2678900007558,447.32011882797303,141.42553288806394,653.1692358735362,425.96452911112016,440.3635862832943,757.3472121696095,934.8916439126531,456.6525924465109,392.9364282558469,477.3434647638889,532.429748109674,931.095673947089,62.87950709465209,452.33347596420674,940.3391079108985,139.85659367049072,277.0544427733692,760.1735805827335,100
882.3450741017217,563.5733898824544,463.1480416436265,142.83349300444027,654.2573955899792,142.689230941501,465.86936437874476,750.5223386828407,948.1741923623414,446.34444789376,377.7352525929003,621.294851130809,547.8333729911027,927.9663710176418,71.89746277783219,454.5317898673057,931.0547736706867,154.8428068590437,260.9666367571823,790.7340657126654,100
858.224135279008,560.5129839342451,460.2881138378092,141.51839136554383,642.00822781401,341.7142948364039,461.0169308271108,762.4331204943524,944.7861248708656,443.008696036765,341.6914866973186,89.35685950755779,557.0273133034983,803.9143836009459,55.635347442500475,454.8123114682865,933.6161099711323,144.15310382765145,255.44531187802193,389.2550723106954,100
887.3101775175496,559.4073031848719,465.97260571493064,149.75972452308272,658.0724713946432,648.1670729755716,446.9641848236157,756.520412395555,943.6547090431532,459.5387338417777,365.89868343084726,640.5380773402264,579.3871940387454,259.70047860286047,52.79540374523945,448.1626689706589,960.8268000718155,143.01818810703108,247.68753287035204,716.5477543896758,100
885.5065965382155,559.5215419685107,437.12377083936445,148.0629178421192,666.0437720440042,486.4573569087065,452.8230559579079,757.2348062798133,952.523279147754,461.5835717014089,380.8449761882411,149.58309250730605,519.1538361685288,735.6961830116899,68.75953362400139,472.15672790944456,956.6288169077295,132.0061204924843,218.59821678963507,978.0119968053192,100
899.2620910775988,573.9004242641569,444.26831720568157,131.1734011485644,677.4384863847639,693.9275528941308,448.28665347332617,745.972300747436,946.9840883860722,441.88189420865314,358.6055919369302,644.6694310315944,531.3941708090161,447.0454023203245,64.87933752524991,465.09688957388374,970.4628032858401,152.88024517743636,235.9970709653086,817.3961543882178,100
853.8927280917609,550.0906066154225,459.0360358273686,135.83948012695723,681.2153321934145,592.8445525707361,445.4382932766629,772.8979317138487,939.7930238629771,465.3784099429126,392.6204498393332,344.54827229933096,519.2964814581951,152.71071932863757,58.40340950026352,485.04976036432436,940.9865616902433,136.95060857784196,249.09658605218198,237.29331927005683,100
869.8715197309758,560.1412752249954,441.30698163028666,156.16557230507945,656.4639961723816,609.7525315431365,445.72534357732957,746.4466449251968,939.3428830043915,450.1997866912573,332.8044732315096,560.8845081074327,559.6488127556056,901.7115000490562,74.3942767677721,434.10543729390054,962.6078732251333,131.68733817198623,272.16771935761403,4.495377117143207,100
849.5894733385514,577.4246900681063,441.27082524417705,154.8274336449162,659.2829733937763,7.245921220473406,434.0882189093855,743.5638786992718,961.4916427169744,452.2740724128325,388.3262745136605,605.4852777330568,547.7752424304099,374.5538005406346,74.01886235102522,455.3726735603457,904.7878795554519,137.29256430251723,275.2449725287292,390.46691705435967,100
